% Using data from: data/PS3.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Revolution" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "LaPS3" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_PlayStation_Magazine_Benelux" real
@attribute "Official_Playstation_2_Magazine_UK" real
@attribute "Official_U.S._Playstation_Magazine" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PS3bloggen.se" real
@attribute "PSFocus" real
@attribute "PSM_Magazine" real
@attribute "PSM3_Magazine_UK" real
@attribute "PSW_Magazine_UK" real
@attribute "PSX_Extreme" real
@attribute "PSX-Sense.nl" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Play_Magazine" real
@attribute "Play_UK" real
@attribute "Play.tm" real
@attribute "PlayStation_LifeStyle" real
@attribute "Playstation_Official_Magazine_Australia" real
@attribute "Playstation_Official_Magazine_UK" real
@attribute "Playstation_Universe" real
@attribute "Playstation:_The_Official_Magazine_(US)" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Pure_Magazine_UK" real
@attribute "Push_Square" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "Riot_Pixels" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Sydney_Morning_Herald" real
@attribute "Telegraph" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "TheSixthAxis" real
@attribute "Thunderbolt" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "TotalPlayStation" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "XGN" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Dragon Ball: Raging Blast 2","PS3",?,60,?,?,?,?,?,?,65,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,70,?,?,?,?,?,?,?,?,?,?,?,67,?,?,?,60,?,?,?,?,50,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,58,?,?,75,58,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,55,?,?,?,59,?,?,?,?,?,?,60,?,70,?,40,?,?,?,?,?,?,?,?,?,64,40,?,?,?,?,?,?,?,?,?,?,?,55,?,?,60,?,?,?,?,?,?,?,65,55,?,?,60,?,?,?,60
"James Cameron's Avatar: The Game","PS3",58,76,?,?,?,?,?,?,?,?,?,?,50,?,?,68,?,?,?,?,80,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,65,60,?,?,?,?,?,?,?,?,40,?,55,40,?,?,70,?,?,50,?,40,?,55,?,50,?,?,?,?,?,?,?,?,?,?,?,?,50,50,?,?,?,?,65,67,?,?,?,?,?,?,?,?,68,68,?,60,79,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,65,?,?,?,?,?,?,?,?,40,78,?,63,?,66,?,?,73,?,64,?,?,70,50,?,70,?,?,?,?,?,?,?,50,?,63,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,85,?,?,70,?,?,?,68,?,55,?,?,?,?,?,?,60
"NIER","PS3",42,78,?,62,?,65,?,?,?,?,?,?,?,?,?,64,?,?,?,?,?,?,65,?,?,70,?,?,?,84,?,?,?,60,?,60,?,60,70,?,?,50,72,?,?,?,?,65,65,?,58,?,90,?,80,?,?,70,?,50,?,?,?,60,?,60,85,?,?,?,?,?,90,80,80,70,80,?,?,?,?,?,?,74,?,?,75,?,?,?,?,?,?,83,?,?,?,?,?,?,?,70,73,?,?,?,?,90,?,?,?,?,?,?,70,?,?,?,?,68,?,?,?,70,?,?,?,78,?,?,?,?,?,?,?,?,60,71,?,67,?,80,?,?,80,?,54,?,50,70,40,75,70,?,?,?,?,?,88,?,?,?,65,80,?,?,?,?,?,?,?,60,?,?,?,?,?,?,80,?,?,80,?,?,?,?,70,45,?,?,?,?,?,?,68
"Homefront","PS3",67,86,?,?,60,?,?,?,45,80,?,85,?,?,?,74,?,?,?,?,85,?,?,?,80,40,?,?,?,?,?,?,?,?,?,?,?,70,70,?,?,70,72,?,?,?,80,70,40,?,83,?,?,?,77,?,60,?,50,70,40,?,?,?,?,40,?,?,?,?,?,?,70,?,60,?,60,78,81,?,?,?,?,?,70,?,67,?,?,?,80,84,?,?,60,?,?,?,?,?,?,70,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,82,?,?,?,50,?,?,?,70,?,?,?,?,?,?,?,?,?,77,?,83,?,75,?,?,?,?,69,40,50,80,70,80,80,?,?,?,?,?,?,?,?,?,80,70,?,?,?,?,?,?,?,80,?,?,70,70,?,?,80,?,?,70,84,?,?,?,65,70,?,?,70,?,?,?,70
"Trinity: Souls of Zill O'll","PS3",?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,60,40,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,68,?,?,20,?,65,?,?,?,60,60,40,?,?,?,?,?,?,?,?,40,?,?,?,?,?,68,?,?,?,20,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,60,30,64,?,?,?,?,?,?,?,?,?,40,?,?,?,?,58,?,?,?,?,?,?,56,?,60,?,?,65,70,?,?,?,?,?,?,40,?,?,70,70,?,?,?,?,?,?,?,70,?,?,?,?,?,?,68,?,?,?,69,?,?,?,?,?,?,?,?,?,?,?,55
"Def Jam Rapstar","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,70,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,70,?,?,?,?,74,?,?,?,?,78,?,?,67,?,?,?,?,?,?,?,?,75,?,?,?,80,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,74,80,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,81,?,80,?,?,?,?,?,?,72,?,80,?,80,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,75,?,?,80,?,?,?,?,?,75,?,?,?,?,?,?,75
"Brink","PS3",?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,86,?,?,?,?,80,?,?,?,?,?,?,?,?,86,?,?,?,?,?,?,?,?,?,?,80,?,72,?,?,?,?,68,70,?,75,?,?,?,?,?,?,?,?,60,80,?,?,?,60,?,?,?,?,?,?,?,60,?,40,?,70,?,83,?,83,?,?,?,?,?,?,?,?,?,?,51,?,84,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,?,73,?,65,?,?,?,?,67,?,60,70,80,70,60,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,90,?,?,80,75,?,?,83,?,?,80,?,?,?,?,63,70,?,?,?,?,?,?,72
"LEGO Indiana Jones 2: The Adventure Continues","PS3",91,67,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,75,?,?,70,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,60,?,?,?,?,?,68,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,70,?,?,?,70,?,?,?,?,?,?,?,?,70,70,?,78,?,70,?,?,?,?,71,?,?,?,60,?,60,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,70,?,?,?,?,?,69,?,?,?,?,?,?,70
"Tornado Outbreak","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,68,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,69,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,72,?,63,?,?,?,?,?,?,56,?,?,?,70,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,68,?,?,77,?,?,?,69
"LEGO Harry Potter: Years 1-4","PS3",83,81,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,80,?,?,?,?,?,?,?,82,?,?,?,60,?,?,?,90,?,?,?,?,?,?,?,?,?,73,?,?,67,?,?,?,?,?,?,?,?,80,?,?,?,?,60,60,80,?,?,?,?,?,?,?,80,?,70,?,85,?,90,?,?,?,?,?,91,?,?,?,?,82,?,82,?,?,?,85,81,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,70,?,?,?,86,?,?,?,?,?,?,?,?,?,80,?,85,?,?,?,?,?,?,79,?,80,70,80,85,80,?,?,?,?,?,?,?,?,?,80,?,?,90,?,?,?,?,?,?,70,?,?,?,?,?,78,?,?,80,82,?,?,?,?,80,?,?,80,?,?,?,79
"Crysis 2","PS3",91,90,?,?,?,?,?,?,85,?,?,?,?,?,?,86,?,?,?,?,90,100,?,87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,90,?,83,?,?,?,?,90,85,?,91,?,?,?,?,?,?,?,?,85,90,?,91,?,80,70,?,?,?,?,?,?,80,?,60,?,90,?,?,?,82,?,?,?,80,80,91,?,?,?,84,90,?,91,?,?,80,?,?,?,?,90,?,?,?,93,?,?,?,?,80,?,?,?,?,?,?,90,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91,?,84,?,89,?,?,?,?,72,94,90,90,80,80,70,?,?,?,?,?,?,?,?,?,90,80,?,?,?,?,?,?,?,80,?,?,?,80,?,?,92,?,?,90,87,?,?,?,90,90,?,?,?,?,80,?,85
"Metal Gear Rising: Revengeance","PS3",?,87,?,?,?,?,?,?,?,?,83,?,?,?,?,80,?,75,?,?,?,70,?,?,80,?,?,?,?,88,?,80,80,70,?,90,?,80,?,?,80,?,?,?,?,?,?,78,90,?,40,?,?,?,?,?,?,?,?,85,?,?,?,?,80,?,90,?,?,?,?,?,?,90,?,70,70,78,?,?,75,?,80,?,?,?,?,?,?,?,?,?,90,75,80,?,100,?,?,80,?,85,?,75,?,95,?,83,85,?,?,?,?,?,?,92,80,?,?,?,75,?,?,90,80,?,?,?,?,?,87,?,?,?,?,?,?,?,?,?,?,82,85,?,?,?,91,?,30,?,70,95,?,90,?,?,70,?,?,?,?,?,85,?,?,60,?,90,?,30,?,?,90,?,?,90,?,?,?,?,?,70,?,?,?,?,85,80,?,?,?,?,90,?,80
"EA Sports MMA","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,?,?,?,71,?,?,?,?,?,?,?,?,?,88,?,?,?,60,?,?,?,80,70,?,?,70,82,?,?,?,?,85,85,?,83,?,?,?,?,?,?,?,?,75,?,?,?,50,80,60,?,?,?,80,?,?,70,70,?,?,60,?,?,?,?,?,?,?,80,?,83,?,?,?,?,?,?,86,80,?,80,?,?,?,?,80,?,?,?,80,?,?,?,?,80,?,80,?,70,?,?,80,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,85,?,78,?,?,?,?,?,?,89,?,80,70,70,?,80,?,?,?,?,?,?,?,80,?,86,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,68,?,?,80,80,?,?,?,75,75,?,?,80,?,?,?,77
"Where the Wild Things Are","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,64,?,?,?,?,56,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,53
"ModNation Racers","PS3",75,84,?,90,85,84,?,?,?,?,?,?,?,?,?,86,?,91,?,89,75,70,85,?,80,?,?,65,?,84,?,?,?,80,?,70,?,80,70,70,?,70,85,?,?,?,98,85,?,?,?,?,65,80,85,?,?,80,?,80,?,?,79,90,?,60,80,?,?,?,80,?,80,70,80,70,60,?,?,88,90,?,?,?,?,60,91,?,?,75,?,90,?,87,80,?,?,80,?,?,?,90,?,?,90,90,?,85,?,?,80,?,?,85,80,?,?,80,?,75,?,?,85,60,88,?,?,89,?,?,?,?,?,?,85,?,?,85,?,91,?,?,?,?,81,?,90,70,90,90,80,85,80,?,?,?,?,?,?,?,80,?,86,85,?,?,83,?,80,?,?,90,80,?,?,90,?,?,88,?,?,80,?,?,?,?,80,90,?,?,90,?,80,?,82
"Cars Race-O-Rama","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,73,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,61
"Warriors: Legends of Troy","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,59,?,40,?,33,?,?,?,?,?,?,50,?,?,?,?,?,?,?,70,40,?,?,?,?,?,30,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,?,50,?,?,?,?,31,?,?,?,?,?,?,14,?,30,?,40,?,40,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,44
"WWE SmackDown vs. Raw 2010","PS3",83,87,?,72,?,?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,?,?,?,87,?,60,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,75,88,?,?,?,?,83,85,?,75,?,?,?,?,?,?,90,75,75,70,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,83,?,?,?,88,90,?,91,?,?,?,?,81,?,75,60,?,?,?,?,?,?,85,?,?,?,87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,60,74,?,82,?,?,?,?,?,?,77,?,?,80,80,?,90,?,?,?,?,?,?,?,?,?,82,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,82,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,81
"Ice Age: Dawn of the Dinosaurs","PS3",?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,60,?,?,?,?,?,?,78,65,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,67,?,?,?,?,77,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,60,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,80,80,?,?,?,?,70,?,?,?,?,47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,65,?,?,?,?,?,?,?,?,71,?,?,73,?,?,?,67
"Watchmen: The End Is Nigh Part 2","PS3",42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,46
"NBA 2K10","PS3",67,87,?,?,?,?,?,?,?,?,?,?,?,?,?,86,?,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,83,?,?,?,?,90,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,93,?,?,?,?,?,?,83,?,?,?,?,?,?,77,?,?,?,?,?,?,?,85,?,?,?,89,?,80,?,?,?,?,?,?,?,?,?,?,?,86,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,86,?,88,?,80,?,?,87,?,79,?,?,80,80,?,90,?,?,?,?,?,?,?,?,?,87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,86,?,?,?,?,?,?,?,80,78,?,?,85,?,?,?,83
"Battlefield 3","PS3",83,91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,80,?,?,?,?,?,90,?,?,90,?,88,?,?,?,?,93,90,?,91,?,?,?,?,?,?,70,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,80,?,?,?,?,?,?,90,?,?,?,90,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,?,?,?,90,?,?,?,?,?,?,86,?,91,?,90,?,?,?,?,88,?,80,?,80,85,80,?,?,?,80,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,70,?,?,90,?,?,85,?,?,80,?,?,?,?,85,88,?,?,?,?,70,?,85
"NBA Live 10","PS3",75,83,?,?,?,80,?,?,80,?,?,?,?,?,?,70,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,82,?,?,?,?,75,85,?,?,?,?,90,81,?,?,?,83,75,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,83,?,?,91,?,?,?,?,85,?,79,?,?,?,?,?,?,?,82,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,80,?,60,?,?,88,?,84,?,?,?,?,?,?,?,80,80,?,80,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,84,?,?,?,81
"NHL 2K10","PS3",50,?,?,63,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,70,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,65,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,73,?,79,?,72,?,?,?,?,70,?,?,?,60,?,80,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,68,?,?,?,66
"Bakugan Battle Brawlers","PS3",?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,62,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,69,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,63
"Prison Break: The Conspiracy","PS3",?,42,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,38,65,?,?,?,?,20,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,40,20,50,?,40,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,35,?,?,?,70,?,50,?,?,?,?,?,?,?,?,?,20,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,68,?,50,?,?,?,?,?,?,40,?,10,40,30,?,30,?,?,?,?,?,?,?,60,?,50,30,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,40,?,?,?,?,35,55,?,?,?,?,?,?,42
