% Using data from: data/X360.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "360_Gamer_Magazine_UK" real
@attribute "3DAvenue" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adrenaline_Vault" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Bit-Gamer" real
@attribute "BonusStage" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Cincinnati_Enquirer" real
@attribute "Computer_Games_Magazine" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electric_Playground" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Entertainment_Weekly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "Firing_Squad" real
@attribute "Four_Fat_Chicks" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Power_Australia" real
@attribute "Game_Revolution" real
@attribute "GameBiz" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gamenikki" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerFeed" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers_Europe" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games_Radar" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gamezilla!" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "Into_Liquid_Sky" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_Adventure" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "MS_Xbox_World" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Maxim_Online" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "MondoXbox" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_Xbox_Magazine" real
@attribute "Official_Xbox_Magazine_UK" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Planet_Xbox_360" real
@attribute "Play_Magazine" real
@attribute "Play.tm" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "RewiredMind" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Stuff" real
@attribute "Sydney_Morning_Herald" real
@attribute "Talk_Xbox" real
@attribute "TeamXbox" real
@attribute "Telegraph" real
@attribute "Ten_Ton_Hammer" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "Thunderbolt" real
@attribute "Times_Online" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "Totally360" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "X360_Magazine_UK" real
@attribute "XGN" real
@attribute "XGP_Gaming" real
@attribute "Xbox_Evolved" real
@attribute "Xbox_Solution" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Xbox_World_Australia" real
@attribute "Xbox360Achievements" real
@attribute "XboxAddict" real
@attribute "Xboxic" real
@attribute "Xequted" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Street Fighter IV","X360",100,100,?,91,?,?,?,90,90,?,?,?,92,?,?,?,?,?,?,?,90,?,?,92,?,?,94,90,100,?,?,?,100,90,90,?,?,?,?,?,?,?,?,?,100,?,?,100,?,?,90,?,?,?,100,?,?,?,93,?,90,?,83,?,?,?,90,?,?,?,100,91,90,90,?,92,93,?,?,?,90,95,?,93,?,?,?,?,?,?,?,?,?,88,89,90,95,?,?,?,?,100,90,?,?,?,?,100,?,97,?,?,100,?,?,95,93,?,?,93,90,?,95,89,?,95,?,?,?,?,?,?,100,?,?,?,?,?,94,95,?,?,?,95,?,90,?,88,?,?,?,?,95,90,?,90,?,?,92,91,?,94,?,?,?,?,?,?,?,92,?,?,?,?,92,100,?,67,?,?,?,?,90,?,?,90,90,?,?,94,?,?,90,?,?,80,93,94,100,?,?,?,?,95,94,81,90,?,?,?,100,?,?,?,93
"Grand Theft Auto IV","X360",100,100,?,?,?,?,?,100,97,?,?,90,97,?,100,?,?,90,?,?,98,?,?,?,95,100,98,100,?,?,90,100,100,?,80,?,?,?,?,?,100,?,100,?,100,?,?,?,?,?,?,98,94,?,100,?,98,?,100,95,96,?,91,?,?,85,100,98,?,?,100,100,100,100,90,98,100,?,?,?,100,100,?,97,?,?,100,?,?,87,?,?,?,?,93,100,?,?,?,?,?,?,80,?,100,?,?,100,?,100,97,?,100,?,?,?,?,?,100,100,98,?,100,?,?,?,?,?,100,?,?,?,100,100,?,?,100,?,96,95,?,100,?,?,?,?,?,?,?,99,?,?,95,100,?,?,100,100,94,92,?,?,?,?,?,?,?,?,?,?,?,?,?,100,100,?,?,100,?,?,?,?,100,?,?,100,100,?,?,?,?,90,100,?,?,?,99,96,100,?,?,?,?,98,94,98,?,?,?,100,100,?,?,80,98
"Tom Clancy's Splinter Cell: Conviction","X360",91,?,?,91,?,95,65,88,79,?,?,85,?,?,80,?,?,80,?,?,86,?,?,?,85,?,90,90,90,90,?,90,?,?,90,?,?,?,?,?,80,?,?,?,70,?,90,90,80,?,88,78,?,?,?,?,?,96,90,88,?,?,91,?,?,?,80,94,?,?,100,67,80,?,?,89,80,?,70,?,85,?,?,92,95,?,80,80,?,90,90,80,?,?,?,85,89,?,?,?,91,80,70,?,91,?,?,?,?,83,?,?,80,?,?,?,77,?,?,93,?,?,92,91,?,93,?,?,?,?,?,?,?,85,?,?,80,?,90,95,?,?,?,80,80,94,89,?,?,91,?,?,85,80,?,75,?,?,?,96,?,90,?,?,?,?,?,?,?,85,90,?,?,?,?,80,?,91,?,100,?,?,90,?,?,70,90,?,?,92,?,?,90,?,?,?,?,88,80,87,?,?,?,90,85,85,91,?,?,?,90,?,80,?,85
"Condemned 2: Bloodshot","X360",91,80,?,?,?,?,?,90,84,?,?,?,90,?,?,?,?,80,?,?,90,?,?,?,?,?,90,?,?,?,77,80,60,80,30,?,?,?,?,?,50,?,83,?,80,?,?,?,?,?,?,86,?,?,?,?,?,95,88,75,?,?,67,?,?,35,80,?,?,?,?,91,85,70,80,80,86,?,?,?,80,80,?,66,?,?,80,?,?,90,?,?,?,80,86,80,86,?,?,?,?,?,50,?,?,?,?,85,?,90,?,?,100,70,?,?,?,?,?,80,84,?,?,?,?,?,?,?,84,?,?,?,80,85,?,?,?,?,89,80,?,85,?,?,?,?,?,?,50,82,?,?,80,80,?,85,?,85,86,80,95,88,?,?,?,?,?,?,?,?,?,?,?,80,90,?,?,67,?,?,?,?,70,?,?,80,90,?,?,?,?,?,80,?,?,80,?,84,80,?,?,?,?,84,75,87,?,?,?,?,85,?,80,?,80
"TNA iMPACT!","X360",58,?,?,?,?,?,?,60,?,?,?,70,?,?,?,?,?,?,?,?,62,?,?,?,?,?,65,?,60,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,66,?,?,?,?,?,?,65,47,?,?,58,?,?,?,50,74,?,?,50,33,70,60,?,?,65,?,?,?,75,?,?,?,?,?,?,?,?,50,?,?,?,?,?,60,?,?,?,?,?,?,50,?,58,?,?,?,?,?,?,?,60,?,?,?,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,70,?,60,?,?,?,?,?,?,?,?,70,50,?,55,?,70,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,58,?,?,?,?,?,?,?,?,60,?,?,?,?,?,70,?,?,?,80,?,70,?,?,?,?,41,?,60,75,?,?,?,69,?,?,?,62
"Bionic Commando","X360",58,?,?,77,?,?,?,?,54,?,?,?,85,?,?,?,?,?,?,?,76,?,?,?,?,?,?,80,?,?,?,?,60,?,50,?,?,?,?,?,60,?,?,?,70,?,?,?,60,?,70,?,?,?,?,?,?,?,63,?,60,?,75,?,?,80,60,?,?,?,80,?,60,60,?,77,72,?,?,?,?,?,80,?,?,?,80,?,?,?,?,?,?,?,?,73,77,?,?,?,78,?,?,?,58,?,?,75,?,?,?,74,80,?,?,?,?,?,?,80,?,?,70,?,?,80,?,?,?,?,?,?,?,?,?,?,70,?,69,75,?,?,?,70,50,79,75,?,70,76,?,?,80,60,?,?,?,?,?,77,95,75,?,?,?,?,?,?,?,67,?,?,?,?,82,70,?,?,?,?,?,?,70,?,?,70,70,?,?,80,?,?,80,?,?,50,72,70,80,70,?,?,?,59,?,75,?,?,?,?,81,?,60,?,70
"Beijing 2008 - The Official Video Game of the Olympic Games","X360",75,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,?,79,70,?,?,?,?,70,?,?,?,?,?,?,?,50,?,?,?,50,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,55,?,?,?,50,?,?,?,?,?,40,?,?,?,?,?,?,?,80,70,52,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,60,?,70,?,?,?,?,?,?,?,?,?,?,25,50,?,50,?,70,88,49,?,68,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,61,50,60,?,?,?,?,49,50,?,?,?,?,?,?,?,?,?,60
"America's Army: True Soldiers","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,37,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,49,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,43
"Army of Two","X360",67,60,?,?,?,?,?,70,70,?,?,80,56,?,?,?,?,70,?,?,84,?,?,79,?,60,71,?,?,70,83,?,70,?,45,?,?,?,?,?,40,?,72,?,70,?,?,?,?,?,?,87,?,?,80,?,68,87,75,80,?,?,75,?,?,?,80,?,?,?,80,67,65,70,70,73,80,?,?,?,65,80,?,79,?,?,70,?,?,70,?,?,?,72,?,?,59,?,?,?,?,?,?,?,83,?,?,?,?,?,82,?,60,?,?,70,?,?,80,79,61,?,?,?,?,?,?,?,71,?,?,?,?,85,?,?,?,?,?,80,?,70,?,?,?,?,?,?,40,73,?,?,55,70,?,75,85,85,90,85,80,88,?,?,?,?,?,?,?,?,?,?,?,83,71,?,?,?,?,?,?,?,80,?,?,?,90,?,?,?,?,?,60,?,?,60,?,80,60,?,?,?,?,59,68,75,77,60,?,?,75,?,?,?,72
"Battlestations: Pacific","X360",?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,82,?,?,?,?,?,84,70,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,70,70,?,?,70,?,?,?,?,?,?,?,60,79,80,?,?,?,?,?,?,90,?,?,80,83,80,?,?,82,76,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,68,?,?,59,?,?,?,?,?,?,?,83,?,?,83,?,?,?,?,60,?,?,?,78,?,?,77,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,72,?,?,?,?,?,?,70,?,?,?,?,?,84,?,50,?,?,?,?,?,?,?,?,?,?,?,?,89,?,?,75,?,?,?,?,60,?,?,80,80,?,?,80,?,?,80,?,?,?,83,70,80,80,?,?,?,81,?,80,?,?,?,?,80,?,70,?,76
"Beowulf: The Game","X360",30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,50,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,25,?,?,?,40,?,?,?,60,?,50,50,70,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,40,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,48,60,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,51
"Borderlands 2","X360",?,?,?,90,?,?,?,?,84,?,?,?,?,92,100,?,?,?,?,90,?,?,?,?,?,?,90,?,80,?,?,80,?,?,?,?,?,?,?,95,90,?,?,?,?,?,90,?,90,?,?,?,?,?,100,?,?,?,98,89,?,?,?,?,?,70,?,?,?,90,?,?,85,?,?,92,?,80,?,?,95,?,?,?,95,?,90,90,?,?,?,?,?,?,?,?,95,?,?,92,?,80,90,?,91,?,?,95,?,?,?,90,80,?,100,?,?,?,?,90,?,?,?,?,100,90,?,?,?,90,?,?,?,?,?,?,80,?,?,?,90,?,?,90,90,92,?,?,?,?,?,?,90,90,?,?,?,?,91,90,?,?,75,?,100,?,?,?,?,?,90,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,93,?,?,90,86,?,?,?,?,90,88,?,?,?,?,92,91,?,?,?,?,88,?,80,?,89
"Robert Ludlum's The Bourne Conspiracy","X360",58,70,?,?,?,?,?,50,74,?,?,?,85,?,80,?,?,70,?,?,80,?,?,76,?,80,77,70,?,?,83,?,?,80,30,?,?,?,?,?,40,?,?,?,50,?,?,?,?,?,?,83,?,?,60,?,?,81,68,?,?,?,67,?,?,85,70,91,?,?,75,83,80,80,?,72,80,?,?,?,75,70,?,77,?,55,?,?,?,85,?,?,?,80,?,?,75,?,?,?,?,60,?,?,?,?,?,67,60,66,84,?,60,?,?,80,?,?,?,75,73,?,?,?,?,?,?,?,65,?,?,?,?,80,?,?,70,?,?,80,?,70,?,?,?,?,?,76,60,?,?,?,75,50,?,70,?,75,?,82,?,65,?,?,?,?,?,?,?,?,?,?,?,?,81,?,?,?,?,?,?,68,80,?,?,80,?,?,?,?,65,?,70,?,?,?,80,80,70,?,?,?,?,77,70,?,?,?,?,?,?,?,70,?,71
"Dark Sector","X360",75,80,?,?,?,?,?,?,?,?,?,80,88,?,?,?,?,?,?,?,74,?,?,?,?,85,81,?,?,?,74,?,50,75,75,?,?,?,?,?,70,?,72,?,60,?,?,?,?,?,?,77,?,?,40,?,?,91,75,70,?,?,33,?,?,85,80,?,?,?,70,58,75,70,70,73,80,?,?,?,65,70,?,79,?,?,70,?,?,75,?,?,?,86,?,80,78,?,?,?,?,?,?,?,75,?,?,83,?,75,76,?,40,70,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,80,?,85,?,?,?,?,?,?,70,?,?,?,55,70,?,?,85,80,?,75,70,?,?,?,?,?,?,?,?,?,?,?,?,77,75,?,?,42,?,?,?,72,80,?,?,70,70,?,?,?,?,60,80,?,?,70,?,74,70,?,?,?,?,65,80,86,?,?,?,?,80,?,70,?,72
"Too Human","X360",42,40,?,72,?,?,?,?,51,?,?,70,80,?,?,?,?,?,?,?,74,?,?,83,?,?,67,?,?,73,79,?,?,60,20,?,?,?,?,?,60,?,39,?,60,?,?,?,?,?,?,65,?,?,80,?,?,?,68,75,73,?,58,?,?,?,50,86,?,?,80,42,55,50,?,65,63,?,?,?,75,70,?,71,?,65,40,?,?,90,?,?,?,45,75,70,68,?,?,?,?,?,?,?,67,?,?,?,70,71,?,84,60,?,?,?,61,?,?,78,65,?,75,?,?,?,?,?,?,?,?,?,?,65,70,?,50,?,85,75,?,70,?,?,?,?,?,?,70,75,?,?,65,70,?,65,?,65,70,87,?,88,?,?,?,66,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,40,?,?,80,?,?,?,?,30,?,70,?,?,60,70,60,60,?,?,?,?,68,68,78,84,?,?,?,80,?,50,?,65
"Dragon Ball Z: Burst Limit","X360",58,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,?,?,68,92,70,?,80,76,?,?,?,?,?,?,?,?,?,?,?,72,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,70,?,?,?,85,50,75,80,?,82,79,?,?,?,?,?,?,64,?,?,80,?,?,70,?,?,?,62,83,?,61,?,?,?,?,?,50,?,?,?,?,100,?,68,?,?,60,?,?,90,?,?,?,79,78,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,60,?,81,70,?,75,?,?,?,?,?,?,?,?,?,?,75,60,?,70,?,75,?,79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,60,?,?,?,80,80,50,?,?,?,?,40,?,60,75,?,?,?,?,?,?,?,72
"Fallout 3","X360",100,90,?,89,?,?,?,100,87,?,?,90,96,?,95,?,?,90,?,?,80,?,?,?,?,?,94,100,100,?,93,?,90,?,90,?,?,?,?,?,70,?,94,?,100,?,?,?,?,?,?,90,?,?,100,?,?,88,95,90,95,?,100,?,?,?,80,98,?,?,100,100,90,100,?,94,94,?,?,?,85,95,?,96,?,?,100,?,?,?,?,?,?,?,?,90,93,?,?,?,?,?,90,?,75,?,?,91,?,95,95,?,80,?,?,90,94,?,?,96,95,?,88,?,?,?,?,?,96,?,?,?,90,95,?,?,80,?,?,90,?,?,?,?,?,?,?,92,?,?,?,?,100,90,?,?,?,?,?,98,?,96,?,?,?,94,100,?,?,?,?,?,?,92,94,100,?,100,?,?,?,?,90,?,?,90,90,?,?,95,97,?,90,?,?,80,99,95,100,?,?,?,?,93,96,96,95,?,?,100,95,?,100,?,93
"Fable III","X360",83,?,?,83,?,?,80,88,78,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,92,?,85,85,90,75,?,?,?,?,55,?,?,?,?,?,70,?,?,?,80,?,80,90,60,?,85,92,?,?,?,?,?,?,90,70,?,?,75,?,?,?,?,90,?,?,80,67,75,60,?,89,?,80,70,?,80,?,?,85,75,?,80,?,?,60,90,80,?,?,?,88,95,?,?,?,?,90,?,?,91,?,?,?,79,85,91,90,60,?,80,100,?,?,?,85,?,?,80,85,85,?,?,?,?,80,?,?,80,?,80,?,70,?,92,80,?,?,?,85,60,92,90,?,?,80,?,?,90,80,?,70,?,?,?,87,?,81,?,?,?,75,80,95,?,88,80,?,?,?,?,90,?,75,?,80,?,?,50,?,?,90,?,?,?,85,?,?,80,?,?,?,?,70,80,85,?,?,?,90,75,88,80,?,?,?,?,?,70,?,80
"Fracture","X360",42,60,?,62,?,?,?,60,51,?,?,?,?,?,?,?,?,50,?,?,66,?,?,?,?,?,65,?,40,?,79,?,40,?,40,?,?,?,?,?,40,?,?,?,40,?,?,?,?,?,?,?,?,?,60,?,?,?,75,70,?,?,67,?,?,?,70,?,?,?,70,67,60,70,?,72,?,?,?,?,60,70,?,74,?,?,?,?,?,?,?,?,?,?,?,60,65,?,?,?,?,?,?,?,50,?,?,58,?,?,?,81,40,?,?,?,75,?,?,59,?,?,?,?,?,?,?,?,80,?,?,?,60,75,?,?,60,?,?,70,?,?,?,60,?,?,?,?,?,?,?,?,70,60,?,55,?,65,?,83,?,70,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,42,?,?,?,?,40,?,?,?,?,?,?,?,50,?,60,?,?,?,69,85,80,?,?,?,?,66,?,61,84,?,?,?,65,?,70,?,63
"Hail to the Chimp","X360",83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,47,?,?,20,?,?,?,40,?,?,?,?,?,?,?,?,60,?,?,60,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,70,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,70,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,52,40,?,?,?,?,49,?,?,?,?,?,?,56,?,?,?,52
"Halo Wars","X360",75,80,?,87,?,?,75,100,80,?,?,?,84,?,?,?,?,?,?,?,86,?,?,?,79,?,75,?,80,85,83,?,?,85,70,?,?,?,?,?,70,?,?,?,80,?,?,80,?,?,75,90,?,?,80,?,?,?,90,82,?,?,75,?,?,?,80,90,?,?,80,100,65,90,?,84,90,?,?,?,80,75,?,87,?,85,80,?,?,90,?,?,?,54,87,78,82,?,?,?,?,?,80,?,91,?,?,?,85,72,?,89,80,?,?,80,73,?,?,84,90,?,82,81,?,85,?,?,?,?,?,?,80,90,80,?,80,?,88,90,?,?,?,80,60,91,84,?,?,85,?,?,90,90,?,65,?,?,87,87,?,81,?,?,?,?,?,?,?,77,?,?,?,?,90,80,?,83,?,?,?,?,80,?,?,70,90,?,?,95,?,?,80,?,?,80,85,77,80,79,?,?,?,68,92,87,84,?,?,?,85,?,70,?,82
"Iron Man 2","X360",16,?,?,42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,60,?,?,?,16,?,?,?,40,48,?,?,?,?,45,?,?,38,45,?,?,?,?,?,?,?,?,?,?,30,?,?,?,30,?,44,?,68,52,?,?,?,?,40,?,?,33,?,?,?,?,?,?,50,?,?,?,?,31,?,?,51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,40,?,?,?,50,40,40,58,?,?,?,?,?,35,20,?,?,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,40,?,?,?,?,27,?,28,?,?,?,?,?,?,?,?,41
"Kingdom Under Fire: Circle of Doom","X360",30,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,37,?,50,?,?,?,?,?,?,60,?,?,40,?,56,?,53,?,?,?,25,?,?,?,50,?,?,?,40,?,60,50,?,59,65,?,?,?,50,?,?,68,?,?,40,?,?,55,?,?,?,?,?,?,61,?,?,?,?,?,?,?,?,?,?,?,?,73,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,54,55,?,65,?,?,?,?,?,?,?,65,?,?,80,40,?,65,?,50,80,74,80,?,?,?,?,50,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,60,?,?,?,?,60,50,?,?,?,?,41,?,68,?,?,?,?,?,?,30,?,55
